uri,Glossary Term,definition,type,label,alternative label,tag,description,definition extension,editorial note,document link,seeAlso,broader term,narrower term,related term,has exact match,has close match,has broader match,has related match
http://nwcg.gov/glos/nwcg_terms/nwcg-retardant,retardant,A substance or chemical agent which reduces the flammability of combustibles.,Business Term,retardant,,Resources,,,gb,,,,,,,,,
http://nwcg.gov/glos/nwcg_terms/nwcg-governmentVehicle,government vehicle,"A vehicle owned by, on loan to, leased or rented by the government.",Business Term,government vehicle,,Incident,,,gb,,,,,,,,,
http://nwcg.gov/glos/nwcg_terms/nwcg-multicom,multicom,A VHF/AM aircraft radio frequency (122.9 MHz) assigned by the FAA for use in air-to-air communications.,Business Term,multicom,,Incident,,,gb,,,,,,,,,
http://nwcg.gov/glos/nwcg_terms/nwcg-timeUnit,Time Unit,Functional unit within the Finance/Administration Section responsible for recording personnel time and managing the commissary.,Business Term,Time Unit,,Incident,,,GB,,,,,Finance/Administration Section,,,,
http://nwcg.gov/glos/nwcg_terms/nwcg-financeAdministrationSection,Finance/Administration Section,The section responsible for all administrative and financial considerations on an incident.,Business Term,Finance/Administration Section,,Incident,,,GB - web has IBC,,,,,"Cost Unit, Time Unit, Procurement Unit, Compensation/Claims Unit",,,,
http://nwcg.gov/glos/nwcg_terms/nwcg-procurementUnit,Procurement Unit,Functional unit within the Finance/Administration Section responsible for managing all financial matters pertaining to vendor contracts.,Business Term,Procurement Unit,,Incident,,,gb,,,,,Finance/Administration Section,,,,
http://nwcg.gov/glos/nwcg_terms/nwcg-compensationClaimsUnit,Compensation/Claims Unit,Functional unit within the Finance/Administration Section responsible for the overall management and direction of all Compensation-for-Injury and Claims Specialists assigned to the incident.,Business Term,Compensation/Claims Unit,,Incident,,,"JK-checked.&nbsp; Related term ""Finance/Administration Section"" not listed in NWCG.",,,,,Finance/Administration Section,,,,
http://nwcg.gov/glos/nwcg_terms/nwcg-turnoutCoat,turnout coat,A coat with a fire resistant outer shell and a thermal and moisture barrier liner. Used primarily by structure firefighters.,Business Term,turnout coat,fire coat,Resources,,,GB,,,,,,,,,
http://nwcg.gov/glos/nwcg_terms/nwcg-panoramicPhotograph,panoramic photograph,"Photographs from a lookout point, bearing azimuth and vertical angle scales, to assist in locating fires with a firefinder.",Business Term,panoramic photograph,,Incident,,,gb,,,,,,,,,
http://nwcg.gov/glos/nwcg_terms/nwcg-toxicSubstance,toxic substance,A chemical or mixture that may present an unreasonable risk of injury to health or the environment.,Business Term,toxic substance,,Resources,,,GB,,,,,,,,,
http://nwcg.gov/glos/nwcg_terms/nwcg-moistureOfExtinction,moisture of extinction,"The fuel moisture content, weighed over all the fuel classes, at which the fire will not spread.",Business Term,moisture of extinction,Extinction Moisture Content (EMC),Fire Environment,,,gb,,,,,,,,,
http://nwcg.gov/glos/nwcg_terms/nwcg-lookoutLocation,lookout (location),A location from which fires can be detected and reported.,Business Term,lookout (location),,Incident,,,gb,,,,,,,,,
http://nwcg.gov/glos/nwcg_terms/nwcg-exemptNonexempt,exempt / nonexempt,"Categories of employees as defined in the Fair Labor Standards Act (FLSA), who are either covered or exempted from coverage under the ActPay entitlements vary depending on the employee's FLSA status.",Business Term,exempt / nonexempt,,Incident,,,GB,,,,,,,,,
http://nwcg.gov/glos/nwcg_terms/nwcg-fuelReduction,fuel reduction,"Manipulation, including combustion, or removal of fuels to reduce the likelihood of ignition and/or to lessen potential damage and resistance to control.",Business Term,fuel reduction,,Fuels,,,gb,,,,,,,,,
http://nwcg.gov/glos/nwcg_terms/nwcg-travelTime,travel time,Compensable time en route to or from an emergency incident.,Business Term,travel time,,Incident,,,GB,,,,,,,,,
http://nwcg.gov/glos/nwcg_terms/nwcg-durabilityFoam,durability (foam),The effective life span of foam bubbles.,Business Term,durability (foam),"durability, foam",Resources,,,JK-checked.,,,,,,,,,
http://nwcg.gov/glos/nwcg_terms/nwcg-waterTender,water tender,Any ground vehicle capable of transporting specified quantities of water.,Business Term,water tender,,Resources,,,,,,,,,,,,
http://nwcg.gov/glos/nwcg_terms/nwcg-localAgency,local agency,Any agency having jurisdictional responsibility for all or part of an incident.,Business Term,local agency,,Incident,,,gb,,,,,,,,,
http://nwcg.gov/glos/nwcg_terms/nwcg-fireDangerRatingPocketCardForFirefighterSafety,Fire Danger Rating Pocket Card for Firefighter Safety,A communication aid designed to help firefighters develop an awareness of the local fire situation by providing a visual reference to fire danger rating.,Business Term,Fire Danger Rating Pocket Card for Firefighter Safety,,Fire Environment,,,GB,,,,,,,,,
http://nwcg.gov/glos/nwcg_terms/nwcg-swamperFallerSawyer,swamper (faller/sawyer),"A worker who assists fallers and/or sawyers by clearing away brush, limbs and small trees. Carries fuel, oil and tools and watches for dangerous situations.",Business Term,swamper (faller/sawyer),,Incident,,,GB,,,,,,,,,
http://nwcg.gov/glos/nwcg_terms/nwcg-basicLifeSupport,Basic Life Support,"Basic life support skills performed by an EMS practitioner or service, e.g. splinting, bandaging, oxygen administration, use of the AED.",Business Term,Basic Life Support,,Resources,,,JK-checked.,,,,,,,,,
http://nwcg.gov/glos/nwcg_terms/nwcg-orthophoto,orthophoto,"Photograph obtained from the orthogonal (i.e., horizontal) projection of a correctly oriented stereoscopic model formed by two overlapping aerial photographs; an orthophoto is free of tilt and relief displacements.",Business Term,orthophoto,,Incident,,,gb,,,,,,,,,
http://nwcg.gov/glos/nwcg_terms/nwcg-berm,berm,"A ridge of soil and debris along the outside edge of a fireline, resulting from line construction.",Business Term,berm,,Incident,,,,,,,,throw out,,,,
http://nwcg.gov/glos/nwcg_terms/nwcg-loadCalculationForm,load calculation form,An agency form used to calculate helicopter allowable payload.,Business Term,load calculation form,,Resources,,,gb,,,,,,,,,
http://nwcg.gov/glos/nwcg_terms/nwcg-oneThousandHourTimelagFuelMoisture,One-thousand Hour Timelag Fuel Moisture,"The moisture content of the 1,000-hour timelag fuels.",Business Term,One-thousand Hour Timelag Fuel Moisture,,Fire Environment,,,gb,,,,,one-thousand hour timelag fuels,,,,
http://nwcg.gov/glos/nwcg_terms/nwcg-oneHourTimelagFuelMoisture,One-hour Timelag Fuel Moisture,Moisture content of one-hour timelag fuels.,Business Term,One-hour Timelag Fuel Moisture,,Fire Environment,,,gb,,,,,"one-hour timelag fuels, one-thousand hour timelag fuels",,,,
http://nwcg.gov/glos/nwcg_terms/nwcg-oneHourTimelagFuels,one-hour timelag fuels,Fuels consisting of dead herbaceous plants and roundwood less than about one-fourth inch (6.4 mm) in diameter. Also included is the uppermost layer of needles or leaves on the forest floor.,Business Term,one-hour timelag fuels,,Fire Environment,,,gb,,,,,One-hour Timelag Fuel Moisture,,,,
http://nwcg.gov/glos/nwcg_terms/nwcg-litter,litter,"The top layer of forest floor, composed of loose debris of dead sticks, branches, twigs, and recently fallen leaves or needles; little altered in structure by decomposition.",Business Term,litter,,Fuels,,,gb,,,,,"humus, duff",,,,
http://nwcg.gov/glos/nwcg_terms/nwcg-humus,humus,Layer of decomposed organic matter on the forest floor beneath the fermentation layer and directly above the soil. It is that part of the duff in which decomposition has rendered vegetation unrecognizable and mixing of soil and organic matter is underway.,Business Term,humus,,Fuels,,,gb,,,,,"duff, litter",,,,
http://nwcg.gov/glos/nwcg_terms/nwcg-duff,duff,"The layer of decomposing organic materials lying below the litter layer of freshly fallen twigs, needles, and leaves and immediately above the mineral soil.",Business Term,duff,,Fuels,,,JK-checked.,,,,,"humus, litter",,,,
http://nwcg.gov/glos/nwcg_terms/nwcg-ignitionMethod,ignition method,"The means by which a fire is ignited, such as hand-held drip torch, helitorch, and backpack propane tanks.",Business Term,ignition method,,Fuels,,,gb,,,,,ignition source,,,,
http://nwcg.gov/glos/nwcg_terms/nwcg-ignitionSource,ignition source,Any process or event capable of causing a fire.,Business Term,ignition source,,Miscellaneous,,,gb,,,,,"fire cause, ignition method",,,,
http://nwcg.gov/glos/nwcg_terms/nwcg-fireCause,fire cause,"Agency or circumstance which started a fire or set the stage for its occurrence; source of a fire's ignition. For statistical purposes fires are grouped into broad cause classes. The nine general causes used in the U.S. are lightning, campfire, smoking, debris burning, incendiary, machine use (equipment), railroad, children, and miscellaneous.&nbsp;",Business Term,fire cause,,Resources,,,GB,,,,,ignition source,,,,
http://nwcg.gov/glos/nwcg_terms/nwcg-estimatedTimeEnRoute,Estimated Time En Route,Term used in resource planning/following to estimate time spent between points.,Business Term,Estimated Time En Route,,"Incident, Resources",,,GB,,,,,,,,,
http://nwcg.gov/glos/nwcg_terms/nwcg-incidentAgency,incident agency,The organizational unit responsible for the incident activities.,Business Term,incident agency,,Incident,,,gb,,,,,,,,,
http://nwcg.gov/glos/nwcg_terms/nwcg-parallelAttack,parallel attack,"Method of fire suppression in which fireline is constructed approximately parallel to, and just far enough from the fire edge to enable workers and equipment to work effectively, though the fireline may be shortened by cutting across unburned fingers. The intervening strip of unburned fuel is normally burned out as the control line proceeds but may be allowed to burn out unassisted where this occurs without undue delay or threat to the fireline.&nbsp;",Business Term,parallel attack,,Incident,,,gb,,,,,,,,,
http://nwcg.gov/glos/nwcg_terms/nwcg-incendiaryFire,incendiary fire,A fire that is intentionally ignited in an area or under circumstances where and when there should not be a fire.,Business Term,incendiary fire,,Resources,,,gb,https://www.nfpa.org/assets/files/AboutTheCodes/921/TIA_921_17_1.pdf,,,,,,,,
http://nwcg.gov/glos/nwcg_terms/nwcg-unacceptableRisk,unacceptable risk,Level of risk as determined by the risk management process which cannot be mitigated to an acceptable safe level.,Business Term,unacceptable risk,,Resources,,,,,,,,,,,,
http://nwcg.gov/glos/nwcg_terms/nwcg-jointInformationSystem,Joint Information System,"A system that integrates incident information and public affairs into a cohesive organization designed to provide consistent, coordinated, timely information during crisis or incident operations.",Business Term,Joint Information System,,Incident,,,gb,,,,,,,,,
http://nwcg.gov/glos/nwcg_terms/nwcg-radiationHeat,radiation (heat),Transfer of heat in straight lines through a gas or vacuum other than by heating of the intervening space.,Business Term,radiation (heat),,Fire Environment,,,gb,,,,,,,,,
http://nwcg.gov/glos/nwcg_terms/nwcg-aircraftGroundMishap,aircraft ground mishap,"An aircraft mishap in which there is no intent to fly. However, the power plants and/or rotors are in operation and damage is incurred requiring replacement or repair of rotors, propellers, wheels, tires, wing tips, flaps, etc., or injury is incurred requiring first-aid or medical attention.",Business Term,aircraft ground mishap,,Resources,,,JK-checked.,,,,,,,,,
http://nwcg.gov/glos/nwcg_terms/nwcg-naturalFuels,natural fuels,Fuels resulting from natural processes and not directly generated or altered by land management practices.,Business Term,natural fuels,,Fuels,,,GB,,,,,activity fuels,,,,
http://nwcg.gov/glos/nwcg_terms/nwcg-loggingDebris,logging debris,"Unwanted tree parts (crowns, logs, uprooted stumps) remaining after harvest.",Business Term,logging debris,,Fuels,,,gb,,,,,activity fuels,,,,
